Id,indegree
"Die Zeit, Die Tag Und Jahre Macht, Bwv 134A",2
Coppet Group,6
George Grove,2
Ferdinand Hérold,6
Romantic Ballet,6
Leubald,4
Music Of Laos,2
Jerome Kern,3
Jeffrey Foskett,2
Holland (Album),2
Bwv Anh. 30,2
Fleury François Richard,6
Bach'S Nekrolog,2
Étienne Pivert De Senancour,6
Music Of Vatican City,2
Impressions (Instrumental Composition),2
Wahnfried (Film),4
Experto Crede,2
This Door Swings Both Ways,2
"Gottes Zeit Ist Die Allerbeste Zeit, Bwv 106",2
Music Of Lithuania,2
Heavy Stereo,2
Roger Vignoles,2
Philipp Otto Runge,6
London Records,2
Kvällstoppen,2
The Byrds,3
The Beach Boys Medley,2
Beach Boys' Party!,2
Hit Single,2
Jonathan Miller,2
Rosalía De Castro,6
James Burton,2
Star Baby,2
Northrop Frye,6
Symphony No. 8 (Schubert),2
Heartbroken Bopper,2
Music Of Niger,2
Antisemitism,2
Ecomusicology,2
Bob Rafelson,2
Hey Ho (What You Do To Me!),2
You Got It,2
Mariano José De Larra,6
Music Of Mongolia,2
Armistice Day,2
Roll Over Beethoven,3
Modern Dance,3
James Joyce,2
Meditations (John Coltrane Album),2
Liam Gallagher,2
Piphat,2
Mauro Giuliani,6
Music Of Myanmar,2
Expression (Album),2
Dido And Aeneas Discography,2
Sebadoh,2
The New York Review Of Books,3
Jahrhundertring,4
Orchestration,8
Thelonious Monk Quartet With John Coltrane At Carnegie Hall,2
"Chelsea, London",2
Music Of The Bahamas,2
Town Without Pity,2
Bless You (Martha And The Vandellas Song),2
Jack Richardson (Record Producer),2
The Joey Bishop Show (Talk Show),2
"Tilge, Höchster, Meine Sünden, Bwv 1083",2
The Man With All The Toys,2
"The Mastery Of John Coltrane, Vol. 2: To The Beat Of A Different Drum",2
Messapus,2
Folk Instrument,2
My Favorite Things (John Coltrane Album),2
String Quartet No. 12 (Beethoven),2
Symbolism (Arts),4
Charles Baudelaire,6
New Zealand Listener,2
Music Of Romania,2
The Beach Boys Live Performances,2
Cotton Fields,2
Music Of Portugal,2
Franz Hanfstaengl,2
Robert Southey,6
Ulysses (Novel),2
Dactylic Hexameter,2
J. A. Fuller Maitland,2
Period (Music),2
Ultimate Christmas,2
Theona,2
Petar Ii Petrović-Njegoš,6
Music Technology (Electronic And Digital),2
John Blow,3
Karol Lipiński,6
Charles Neville (Musician),2
Interplay For 2 Trumpets And 2 Tenors,2
Gloria Williams,2
Good Timin': Live At Knebworth England 1980,2
"O Ewigkeit, Du Donnerwort, Bwv 20",2
Leopold Mozart,2
Hurting Each Other,3
"Dance, Dance, Dance (The Beach Boys Song)",2
Surfin' U.S.A. (Album),2
Branko Radičević,6
Sturm Und Drang,6
Don'T Go Out Into The Rain (You'Re Going To Melt),2
Brutus Of Troy,2
Grammy Award For Best Pop Performance By A Duo Or Group With Vocal,2
Facebook,2
Jenő Hubay,6
Where Did It All Go Wrong?,2
Sulpicius Apollinaris,2
Eddie Cochran,3
Back In The U.S.A.,3
Country Pop,2
Milt Holland,2
Annie Lennox,3
Baker'S Biographical Dictionary Of Musicians,2
You Don'T Own Me,2
Alfred Lorenz,2
The Lovin' Spoonful,3
Music Of Ivory Coast,2
"Sail On, Sailor",2
Settin' The Pace,2
Soultrane,2
Michael Gore,3
"Piano Sonata In E Minor, D 769A (Schubert)",2
Art Neville,2
Swedish Romantic Literature,6
Bernhard Crusell,6
Valleri,2
Method (Music),2
"Years May Come, Years May Go",2
School Days (Chuck Berry Song),2
I Don'T Wanna Be A Loser,2
Pbs,3
Free As A Bird,2
Savart Wheel,2
Penny Lane,2
Find A Grave,2
I Do (The Castells Song),2
Johann Friedrich Agricola,2
Carnegie Hall,2
Glad All Over (Dave Clark Five Album),3
Andrew Lloyd Webber,2
Classicism,2
Hiding Out,2
The Most Of Herman'S Hermits,2
Glam Rock,2
Jean Sibelius,6
Steve Martin,2
Umbro (Priest),2
T Bone Burnett,2
Jan Václav Voříšek,6
The Richmond Heiress,2
"Pisces, Aquarius, Capricorn & Jones Ltd.",2
Itunes,2
Swiss Hitparade,4
"Manuel De Araújo Porto-Alegre, Baron Of Santo Ângelo",6
Music Of Armenia,2
All My Life (Linda Ronstadt Song),2
Karl Richter (Conductor),2
Hymen (God),2
Lick (Music),2
Introduction (Music),4
Music Of South Sudan,2
Hero,6
Operetta,2
The Dunciad,2
Autobiographic Sketch (Wagner),4
Foo Fighters,2
Augustus Iii Of Poland,2
Susan Graham,2
Brill Building,2
Galant Schemata,2
19Th-Century Music,4
She'S A Woman,2
The Blue Danube,2
Monkee Business,2
Can'T You Hear My Heartbeat,2
Melancholia (2011 Film),2
Miles: The New Miles Davis Quintet,2
Ausmultiplikation,2
Nazarene Movement,6
Ralph Waldo Emerson,6
Blue World (Album),2
Slow Down (Larry Williams Song),2
Black Pearls,2
"Piano Sonata In C Major, D 840 (Schubert)",2
Aeolus,2
Arthur Sullivan,2
Talk Tonight,2
Faust (Opera),2
Listen People,2
Faug,2
Grammy Hall Of Fame,4
Boston Symphony Orchestra,2
Strawberry Fields Forever,2
Lutheran,2
Music Of The Gambia,2
Urtext Edition,2
Didone Abbandonata,2
Because (Dave Clark Five Song),2
Don'T Pass Me By,2
Balkan Music,2
Bettina Von Arnim,6
No Jacket Required,2
Christmas Oratorio,3
Romanticism In Scotland,6
Michael Kennedy (Music Critic),2
Perry Como,5
Relaxin' With The Miles Davis Quintet,2
Art Rock,2
Anne Murray,2
Denny Doherty,2
One Direction,2
Robert Burns,6
Barbara Ann,3
Pete Seeger,3
Cydonians,2
"Piano Sonata In A Major, D 664 (Schubert)",2
Music Of State Of Palestine,2
Loving You (Elvis Presley Song),3
Western Classical Music,2
Roy Orbison Sings Don Gibson,2
Mezzo-Soprano,3
Jeff Buckley,2
The Scholars (Vocal Group),2
Program Music,5
Charles Maturin,6
Eduard Mörike,6
Lead Belly,2
Ad Astra (Phrase),2
Silhouettes (The Rays Song),2
Feel Flows (Album),2
Piano Concerto No. 2 (Brahms),2
(I Think I'M Over) Getting Over You,2
Music Of The Democratic Republic Of The Congo,2
Ballads (John Coltrane Album),2
Hot Country Songs,6
Record Collector,2
Darlin' (The Beach Boys Song),2
New German School,6
François Couperin,2
Fm Radio,2
"Lyceum Theatre, London",2
Wagner-Werk-Verzeichnis,4
Transition (Music),2
Didone Abbandonata (Albinoni),2
Picus,2
Girl Talk (Lesley Gore Album),2
Music Of Kazakhstan,2
Los Lobos,2
Gary Usher,2
Louis Niedermeyer,6
Weltschmerz,6
Triangle (Musical Instrument),2
Indianism (Arts),6
Music Of Mozambique,2
Music Of Cameroon,2
"Piano Sonata In C-Sharp Minor, D 655 (Schubert)",2
"Piano Sonata In A Minor, D 537 (Schubert)",2
Good Timin' (The Beach Boys Song),2
Without You (Badfinger Song),2
Geistliches Lied,2
Extended Play,3
Castro Alves,6
Let Him Run Wild,2
Nickelback,2
Band Of Brothers (Miniseries),2
Roadie (1980 Film),2
Acerbas,2
Ella Fitzgerald,2
Harry Nilsson,4
Hudson River School,6
Marie D'Agoult,2
Fest- Und Gedenksprüche,2
Alice Coltrane,2
Bayreuth Festival,5
Emi,8
I'M Into Something Good,2
Mount Vernon And Fairway,2
Honkin' Down The Highway,2
Genius (Literature),6
Variations On A Theme By Haydn,2
Countdown: The Savoy Sessions,2
Academy Award For Best Original Song,2
Music Of Tajikistan,2
Hurricane No. 1,2
Head (The Monkees Album),2
Surf City (Song),2
Tonhalle-Orchester Zürich,2
The Monkees Live: The Mike And Micky Show,2
Victoria De Los Ángeles,2
Norwegian Wood (This Bird Has Flown),3
Helter Skelter (Song),2
Do It In The Name Of Love,2
Robert Donington,2
Manuel Antônio De Almeida,6
António Feliciano De Castilho,6
The 50Th Reunion Tour,2
Félicien David,6
Music Of Montenegro,2
At Newport 1958,2
Michael Stroy,6
Old Norse,2
Half The World Away,2
His Girl,2
Isaac Albéniz,3
Clemens Brentano,6
Something'S Happening (Song),2
The Artwork Of The Future,4
Ion Heliade Rădulescu,6
Tadd Dameron,3
Aletes (Aeneid Character),2
Music Of Bhutan,2
Mind Over Matter,2
Carole Bayer Sager,2
The Golden Bough (Mythology),2
Emma Kirkby,2
Blue Angel (Song),2
George Michael,2
Orest Kiprensky,6
Netherlands,2
Symphony No. 4 (Mahler),2
Garage Rock,2
Music Of São Tomé And Príncipe,2
Don'T Believe The Truth,2
Running Scared (Roy Orbison Song),2
The Best Of John Coltrane,2
Brian Wilson Presents Pet Sounds Live,2
Capys,2
Cocaine,2
Sleepy Joe (Song),2
Ramones,3
M. H. Abrams,6
Rain (Beatles Song),2
Raden Saleh,6
Schoenberg,2
She Knows Me Too Well,2
The Temptations,2
Live In Chicago 1965,2
Fortune Favours The Bold,2
That'S The Way Boys Are,2
Dark Romanticism,6
Clara Schumann,7
Vernacular Music,2
Mnestheus,2
Old Style And New Style Dates,2
Sail On Sailor – 1972,2
Brian Cannon,2
Burton Cummings,2
Eva Chamberlain,4
The Beatles' Movie Medley,2
Decca Records,6
Mass For The Dresden Court (Bach),2
Conrad Graf,3
Die Feen,4
Children'S Corner,3
Nordic Folk Music,2
Robert Bresson,2
American Horror Story: Apocalypse,2
The Crystals,5
Hot Fun In The Summertime,2
Fritz Kreisler,6
Focal Dystonia,2
John Paul Jones (Musician),2
Polonia (Wagner),4
British Phonographic Industry,5
Afi'S 100 Years...100 Songs,2
Thelonious Monk With John Coltrane,2
The Believer (John Coltrane Album),2
Mikhail Glinka,6
American Bandstand,2
Cosima Wagner,5
The Avenger (1962 Film),2
Faust Symphony,2
Piano Quartet No. 2 (Brahms),2
Selflessness: Featuring My Favorite Things,2
Watchout!,2
"Nach Dir, Herr, Verlanget Mich, Bwv 150",2
Charlotte Brontë,6
Kandyan Dance,2
Big Brother Recordings,2
Leoš Janáček,3
Benjamin Constant,6
The Big Beat 1963,2
Alternate Takes,2
Music Of Rwanda,2
The Avant-Garde (Album),2
Chorale Cantata,2
Théophile Gautier,6
Hysteron Proteron,2
Aretha Franklin,3
Thomas D'Urfey,2
Gesang Der Parzen,2
Pyotr Vyazemsky,6
Dancin' Fool (The Guess Who Song),2
Mily Balakirev,6
Franz Schmidt (Composer),2
Saturn (Mythology),2
(I Can'T Get No) Satisfaction,2
Sea Of Tunes,2
It'S Time (The Guess Who Album),2
Richard D. P. Jones,3
Arched Harp,2
Álvares De Azevedo,6
Enharmonic Equivalent,3
The New Girl In School,2
The Warmth Of The Sun,3
Notes Inégales,2
You'Re Welcome (Song),2
In My Lonely Room,2
You Need A Mess Of Help To Stand Alone (Song),2
Wayne Fontana,2
Lament,2
Perfect Twelfth,2
Beach Boys Concert,2
Iona Brown,2
Fanny Mendelssohn,6
Music Of Eswatini,2
Neil Diamond,2
Victor Hugo,6
Sergei Lyapunov,6
Leonard Stein,2
Bridge (Instrument),2
Brian Wilson: Long Promised Road,2
Irish Singles Chart,6
Time-Point,5
Music Of Namibia,2
Piano Sonata No. 2 (Brahms),3
Good Old Rock 'N' Roll,3
Alto Rhapsody,2
Bach Archive,3
Nikolaus Lenau,6
Sugar 'N' Spice (Martha Reeves And The Vandellas Album),2
Effects Unit,2
Daydream Believer,2
Chicago,4
Ton Koopman,3
Circle Of Thirds,2
Parsifal Discography,4
Antiphates,2
European Hot 100 Singles,3
John Clare,6
The Prestige Recordings,2
Graduation Day 1966,2
George Onslow (Composer),6
String Quintet No. 1 (Brahms),2
Nature Boy,2
Richard Rodgers,2
The Beach Boys (Film),2
James William Guercio,2
Summer Dreams: The Story Of The Beach Boys,2
Claudio Abbado,2
Anton Reicha,6
Josiah Gilbert Holland,6
Ravi Coltrane,2
Ludwig Ii Of Bavaria,2
Experimental Rock,2
Caspar David Friedrich,6
Warm Your Heart,2
Callow-La-Vita,3
James Ii Of England,2
Nymphs And Shepherds,2
Christopher Ricks,6
Liturgical Year,2
409 (Song),2
Workin' With The Miles Davis Quintet,2
Jovan Jovanović Zmaj,6
Frederic Edwin Church,6
Acestes,2
Anthology (The Guess Who Album),2
Tenor Saxophone,2
Allmusic (Identifier),10
Dioclesian,2
Taylor Swift,2
The Paris Concert (John Coltrane Album),2
Reprise Records,2
Berlin Philharmonic,2
Der Ring Des Nibelungen Discography,4
Violin Sonata No. 3 (Brahms),2
Blue Train (Composition),2
Be True To Your School,2
The Very Best Of Herman'S Hermits,2
"Impromptus, Op. 90 (Schubert)",2
Klasik,2
Military Band,2
Huffpost,2
Chorale Fantasia,2
Music Of Georgia (Country),2
The Classic Quartet: The Complete Impulse! Recordings,2
Karl Tausig,7
Guy Lombardo,3
Goin' Down (The Monkees Song),2
Seems Like Old Times (Song),3
Both Sides Of Herman'S Hermits,2
Arnold Schering,2
Morning Glory (Oasis Song),2
Then He Kissed Me,2
Hermann Levi,2
Impressionism In Music,2
"The Mastery Of John Coltrane, Vol. 3: Jupiter Variation",2
Pianoforte,2
Opus Number,5
Time (Magazine),3
Annette Funicello,2
The Indian Queen (Opera),2
Mgm Records,3
Voice Type,3
Blue Note Records,2
(What'S The Story) Morning Glory?,2
"Farrar, Straus And Giroux",2
Phil Spector,6
Song-Cycle,3
The Heavyweight Champion: The Complete Atlantic Recordings,2
Dead Man'S Curve (Song),2
Nathaniel Hawthorne,6
Time (Musical),2
"Allegretto In C Minor, D. 915 (Schubert)",2
Recording Studio,14
Around And Around,2
Ed Sheeran,2
Music Festival,2
It'S About Time (The Beach Boys Song),2
The Waste Land,2
Music Of Israel,2
Record Chart,2
William Wordsworth,6
Greatest Hits (1995 The Monkees Album),2
Carl Reinecke,7
Riaa Certification,2
Natural Resources,2
"St. Matthew, Leipzig",2
"Thou Knowest, Lord, The Secrets Of Our Hearts (Purcell)",2
"Piano Sonata In A Minor, D 845 (Schubert)",2
Monkeemania (40 Timeless Hits),2
Student Demonstration Time,2
Friedrich Kuhlau,6
The Beatles (Album),2
Giorgi Latso,3
"Piano Sonata In F Minor, D 625 (Schubert)",2
David Foster,2
Music Of South Africa,2
France,3
Bedřich Smetana,6
Music Of Central Asia,2
Space Oddity,2
T. S. Eliot,2
Pretty Paper (Song),2
25 (Adele Album),2
Ca' Vendramin Calergi,4
The Beach Boys In Concert,2
Leaning On A Lamp-Post,2
Nietzsche Contra Wagner,4
Adrian Kerridge,2
Kulu Sé Mama,2
Alecto,2
Please Mr. Postman,2
William Iii Of England,2
Plaza Hotel,2
Age Of Enlightenment,2
Zigeunerlieder (Brahms),2
No. 10 (The Guess Who Album),2
Neue Bachgesellschaft,2
N. Simrock,2
Everybody Knows (Dave Clark Five Album),3
Music Of Haiti,2
Seattle,2
"Herr, Wenn Die Stolzen Feinde Schnauben, Bwv 248 Vi",2
The Little Girl I Once Knew,2
Lionel Richie,3
Eric Blom,2
Kornelije Stanković,6
"Quartettsatz, D 703 (Schubert)",2
Merry Christmas From The Beach Boys,2
Emmylou Harris,2
British Hit Singles & Albums,2
She'S Electric,2
Music Of Gabon,2
Music Of The Philippines,2
Les Troyens,3
Rosemary Clooney,3
California Nights (Lesley Gore Album),2
The Dave Clark Five Return!,3
Forever (The Beach Boys Song),2
Vienna State Opera,2
Didone Abbandonata (Sarti),2
Music Of Jamaica,2
Pyotr Chaadayev,6
Coda (Music),4
Intermezzo,6
Rumours (Album),2
Music Of Austria,2
Balungan,2
Kenny Burrell & John Coltrane,2
Oasis Discography,2
Józef Ignacy Kraszewski,6
Anatoly Lyadov,2
David Marks,3
The Animals,2
Johan Ludvig Runeberg,7
County Fair (The Beach Boys Song),2
Dennis Noble,2
Hermania,2
Stellar Regions,2
"Piano Sonata In A Minor, D 784 (Schubert)",2
Class Of '55,2
James Taylor,3
"Ehre Sei Dir, Gott, Gesungen, Bwv 248 V",2
"Herz Und Mund Und Tat Und Leben, Bwv 147",2
Elisabeth Schwarzkopf,2
Lillibullero,2
In My Room,2
Catherine Bott,2
"Sixteen Waltzes, Op. 39 (Brahms)",2
Please Please Me (Song),2
52Nd Street (Album),2
Faber And Faber,2
Barbara Willis Sweete,2
Sound Effect,2
A Communication To My Friends,4
"Carl And The Passions – ""So Tough""",2
George Whitefield Chadwick,6
"Sonata In C Major For Piano Four-Hands, D 812 (Schubert)",3
Henri Vieuxtemps,6
Villa Tribschen,2
Pleasant Valley Sunday,2
Moravia,2
"Cool, Cool Water",2
Butes,2
Bavarian Maximilian Order For Science And Art,2
The Last Giant: Anthology,2
Vasily Zhukovsky,6
Acuff-Rose Music,2
Louis Vierne,3
Open Access,2
Lesley Gore: It'S My Party,2
Wagner Ice Piedmont,4
Here Comes The Sun,2
Measure For Measure,3
Now And Then (Beatles Song),2
Music Of Tunisia,2
George Bernard Shaw,2
California Dreamin',3
David Lynch,2
Concerto,3
California Nights,2
"Preise Dein Glücke, Gesegnetes Sachsen, Bwv 215",2
Music For A While,2
Extended Versions (The Monkees Album),2
You Really Got Me,3
Daniel Purcell,2
Mountain Of Love,2
The Monkees Present,2
Music Of Iceland,2
Bunheads,2
Sortes Vergilianae,2
"Becoming The Beach Boys, 1961–1963",2
Bach'S Church Music In Latin,2
Liverpool,2
Yellow Submarine (Song),2
The Coltrane Legacy,2
Ticknor & Fields,2
Lp Record,2
Audio Engineer,4
Karlovy Vary,2
Sinon,2
A Black & White Night Live,2
Antônio Carlos Gomes,6
The Guess Who,3
Music Of Switzerland,2
Hand Me Down World,2
Henry Edward Krehbiel,2
Candy Man (Roy Orbison Song),2
Muziekweb,2
The Fairy-Queen,2
The Beach Boys With The Royal Philharmonic Orchestra,2
I Just Wasn'T Made For These Times,2
"A Little Bit Me, A Little Bit You",2
Academic Festival Overture,2
Nafir,2
Music Of Denmark,2
Billy Rose,2
Ancients (Art Group),6
Gospel,2
Eugène Ysaÿe,7
Jazz Track,2
Music Of Kenya,2
Brian Wilson Presents Smile,2
New Trinity Baroque,2
Fearless And United Guards,2
Ane Brun,2
John Martin (Painter),6
Almeida Garrett,6
Van Halen,3
Natural Note,2
Transcendentalism,6
Thomas Hemsley,2
Drop (Music),2
Bach'S First Cantata Cycle,2
The Star (Ross D. Wyllie Song),2
The Mamas & The Papas,2
Peter Cornelius,3
Anchises,2
Sunflower (The Beach Boys Album),2
Bach Cantata,3
American Federation Of Musicians,2
Power In The Music,2
Ma Mère L'Oye,2
Curlie,2
Friedrich Kalkbrenner,6
Dave Marsh,3
The Rival Sisters,2
Don Kirshner,2
Wolfgang Sawallisch,2
Dance Party (Album),2
Let'S Go Away For Awhile,2
A Life For The Tsar,2
Pet Sounds,3
Character Piece,6
The Pretenders,2
Stephen Heller,6
Lausus,2
Syphilis,2
Coltrane (1957 Album),2
A Day In The Life,3
Cycle (Music),2
New Thing At Newport,2
Dennis Wilson,3
Fictional Music,2
Funeral Sentences And Music For The Funeral Of Queen Mary,2
The Complete 1961 Village Vanguard Recordings,2
Music Of Kuwait,2
Aria,6
Davy Jones (Musician),2
Dominant Seventh Sharp Nine Chord,2
Rudolf Tobias,6
Poetic Edda,2
Jack Rieley,2
Music Of Nigeria,2
Herman'S Hermits Discography,2
Music And Fashion,2
Achates (Aeneid),2
Good Clean Fun (The Monkees Song),2
"Hey, Hey, It'S The Monkees",2
Amédée Méreaux,6
"Und Es Waren Hirten In Derselben Gegend, Bwv 248 Ii",2
Boston Camerata,2
Evelyn Tubb,3
"George Lascelles, 7Th Earl Of Harewood",3
Herbert Von Karajan,3
Gustav Kobbé,2
René Jacobs,2
Wild One (The Guess Who Album),2
L'Arianna,2
Frank Sinatra,4
The Association,2
Wagner (Crater),4
Instagram,3
The History Of The Dave Clark Five,3
Fats Domino,2
Live In London (The Beach Boys Album),2
Do You Want To Dance,3
Johann Kuhnau,2
Cassandra,2
Love Triumphant,2
Post-Chorus,2
Cécile Chaminade,6
Go Go Go (Roy Orbison Song),2
Johan Christian Dahl,6
Ridin' High (Martha And The Vandellas Album),2
Coronary Arteries,2
Witold Maliszewski,2
Looking Back With Love,2
The Supremes,3
Backing Vocalist,2
"Kiss Me, Baby",2
10 Years Of Noise And Confusion Tour,2
Stop The Clocks (Song),2
Hang On To Your Life,2
Clarinet Sonatas (Brahms),2
Oscar Levant,2
Heat Wave (1963 Song),2
Revolver (Beatles Album),4
Celia Applegate,2
Impromptus (Schubert),2
Live In Seattle (John Coltrane Album),2
Achaemenides,2
Sergei Taneyev,6
A Postcard From California,2
John Coltrane House,2
John Keats,6
Neue Zeitschrift Für Musik,7
Youth Culture,2
Ilioneus,2
Camilo Castelo Branco,6
Die Hochzeit,4
Wayne Mcgregor Random Dance,2
Sir Anthony Love,2
The Orbison Way,2
Who Feels Love?,2
Don'T Go Near The Water (The Beach Boys Song),2
National Academy Of Recording Arts And Sciences,2
William Shakespeare,3
Daguerreotype,2
With The Beatles,2
Sergestus,2
The Observer,2
Geffen Records,3
Never Learn Not To Love,2
Arpeggione Sonata,2
Thomaskantor,4
Glad All Over,4
Brussels,2
Hot 100,3
Disc Jockey,2
Cello Sonata No. 1 (Brahms),2
Tenor,7
François-René De Chateaubriand,6
"Meine Seel Erhebt Den Herren, Bwv 10",2
Please Please Me,2
Don Mclean,2
I Don'T Want To Spoil The Party,2
California Girls,2
Georg Wilhelm Friedrich Hegel,6
Friedrich De La Motte Fouqué,6
Standard Coltrane,2
We Can Work It Out,3
Bärenreiter,4
Surfin' U.S.A.,2
Living Space (Album),2
Bach'S Early Cantatas,2
De Nederlandse Opera,2
Entellus,2
Melchior Hoffmann (Composer),2
Music Of France,2
Henry David Thoreau,6
Willie Nelson,4
Music Of Samoa,2
Harmony Books,2
New Riders Of The Purple Sage,2
Evolution Of Timpani In The 18Th And 19Th Centuries,2
Music Of Sweden,2
Lonely And Blue,2
Diomedes,2
Summer Days (And Summer Nights!!),2
Camilla (Mythology),2
Music Of Bangladesh,2
Raybert Productions,2
Orchestra Pit,2
The Beach Boys' Christmas Album,2
Tutti Frutti (Song),2
Roy Orbison Discography,2
Dandy (Song),3
August Wilhelm Schlegel,6
Katharina Wagner,4
The John Coltrane Quartet Plays,2
Romantic Literature,2
Recording Industry Association Of America,6
15 Big Ones,2
Trane'S Blues,2
Usher (Musician),2
Ucalegon,2
"Gott Ist Mein König, Bwv 71",2
Bobby Graham (Musician),3
Friends (The Beach Boys Album),2
D. W. Washburn,2
Queen Victoria,2
Lester Sill,2
Théodore Chassériau,6
Bernardo Guimarães,6
Kaisermarsch,4
Radiant Radish,2
Ignaz Moscheles,7
Cattin' With Coltrane And Quinichette,2
Gertrude Stein,2
Cole Porter,2
Oricon,2
Völsunga Saga,2
"What'S Opera, Doc?",2
Romanticism,7
Arthur Foote,7
Charles-Marie Widor,3
Peter Tork,2
Nathaniel Lee,2
Grove Dictionary Of Music And Musicians,3
Double Tracking,3
Weekend In London,3
Sgt. Pepper'S Lonely Hearts Club Band (Song),2
Norwegian Romantic Nationalism,6
N. F. S. Grundtvig,7
Ivan Aivazovsky,6
Stay (Maurice Williams Song),4
Roy Orbison'S Many Moods,2
Synth-Pop,2
James Horner,2
Jessye Norman,2
Come Go With Me,2
Sandra Tilley,2
Music Of Bahrain,2
The Everly Brothers,2
François Rude,6
Christian Theodor Weinlig,2
Vittorio Alfieri,6
Hans Christian Andersen,6
Mr. P.C.,2
Piano Trio No. 1 (Brahms),2
Aloysius Bertrand,6
James Fenimore Cooper,6
Tuning Fork,2
France Prešeren,6
Music Of Southeast Asia,2
Music Of Asia,2
Iarbas,2
5893 Coltrane,2
Musical Expression,2
Das Liebesverbot,4
The Best Of The Guess Who,2
One Of The Lonely Ones,2
Music Of Finland,2
Live – The 50Th Anniversary Tour,2
Gates Of Fire (Album),2
Dandy (Ep),2
Popular Music In The Socialist Federal Republic Of Yugoslavia,2
Do It Again (The Beach Boys Song),2
The Fat Boys,2
Romanticism In France,6
Believe Me (The Guess Who Song),2
Music Of Monaco,2
Piano Sonata No. 16 (Mozart),2
Acis And Galatea (Handel),2
Oasis: Supersonic,2
Ernest Newman,3
Juturna,2
Romantic Era,3
Mahler,2
The Tattooed Heart,2
Boulevard Of Broken Songs,2
Alexander Gretchaninov,6
Siegfried Wagner,5
Everybody Knows (Dave Clark Five Song),3
Christgau'S Record Guide: Rock Albums Of The Seventies,2
Nocturne,3
Bach Digital,2
Rush (Band),2
Wonderful World (Sam Cooke Song),2
William Christie (Musician),2
Melody Type,2
Jim Kale,2
Music Of Equatorial Guinea,2
Thriller (Album),3
Dido Building Carthage,2
Georges Enescu,2
Symphonies,2
Pompeian Styles,2
Jangle Pop,2
Tossin' And Turnin',2
Étude,2
Wolfgang Wagner,4
Ray Davies,2
Good Vibrations: Thirty Years Of The Beach Boys,2
Herman'S Hermits On Tour,2
Wall Of Sound,4
Bayreuth Circle,4
A Smile And A Ribbon,2
Stanisław Moniuszko,6
Thank You Girl,2
Springbok Radio,5
Richard Wagner Memorial,4
A Love So Beautiful (Album),2
Grammy Award For Best Country Collaboration With Vocals,3
The Masterplan (Song),2
Lord Don'T Slow Me Down,2
Live 1967 (The Monkees Album),2
Doctor Of Philosophy,2
Houston Stewart Chamberlain,4
"Piano Sonata In G Major, D 894 (Schubert)",2
Eduard Von Bauernfeld,2
Here Today (The Beach Boys Song),2
Chorale Cantata Cycle,2
Matthias Bamert,2
St Mark Passion (Attributed To Keiser),2
"Three Intermezzi For Piano, Op. 117 (Brahms)",2
For You Blue,2
Friedrich Blume,6
Ten Little Indians (The Beach Boys Song),2
Wouldn'T It Be Nice,2
Music Technology (Electric),2
Lo-Fi Music,2
Tatiana Troyanos,2
Uncut (Magazine),2
History Of Music In The Biblical Period,2
Joe Osborn,3
Music Of West Africa,2
Interstellar Space,2
Town Without Pity (Song),3
"Fünf Gesänge, Op. 104 (Brahms)",2
Francisco Goya,6
Trojan Horse,2
Music Of Belarus,2
Pre-Chorus,2
Coltrane Plays The Blues,2
University Of California Press,3
Erfurt Enchiridion,2
Rondò,2
Love & Mercy (Film),2
Dick Dale,2
Smile (The Beach Boys Album),2
Aeneid,2
The Dream Of Aeneas (Salvator Rosa),2
António Augusto Soares De Passos,6
Wonderwall,2
Knebworth 1996,2
"Christ Lag In Todes Banden, Bwv 4",2
Billboard Charts,4
Music Of Japan,2
Caieta,2
Variety (Magazine),2
United Western Recorders,3
Heat Wave (Martha And The Vandellas Album),2
Solar System (Song),2
Wagner Family Tree,4
Music Of Turkey,2
War Of The Romantics,6
Murphy Brown,2
Amata,2
Hitler: A Film From Germany,2
Fidelio,2
"Ach Gott, Vom Himmel Sieh Darein, Bwv 2",2
Ufens,2
Ricky Fataar,2
Rhine,3
Yevgeny Baratynsky,6
Ancient Music,2
3992 Wagner,4
Didon (Piccinni),2
High Step,2
Colgems,2
Listen To The Band (Album),2
"Jauchzet, Frohlocket! Auf, Preiset Die Tage, Bwv 248 I",2
I'M Ready For Love,2
Antoni Stolpe,6
Paris (Mythology),2
Novello & Co,2
Conclusion (Music),2
Weimar,5
Gaetano Donizetti,6
Show Me Girl,2
Düsseldorf,2
The Washington Post,3
Louise Bertin,6
Hamburg,2
Tristan Und Isolde Discography,4
Monument Records,2
Garth Brooks,2
Roy Orbison,6
Lesley Gore Discography,2
Live At The Village Vanguard Again!,2
Shut Down Volume 2,2
Music Box (The Monkees Album),2
Music Of Lesotho,2
Bye Bye Blackbird (John Coltrane Album),2
Evander Of Pallene,2
Joe Cocker,3
"So Long, Bannatyne",2
Symphony No. 1 (Schumann),2
Thomas Betterton,2
Killing Me Softly With His Song,3
Jay Darlington,2
Church Cantata (Bach),2
John Coltrane With The Red Garland Trio,2
Detroit,3
Solo (Music),3
Gold Coast (Album),2
Ballade (Classical Music),6
Rafael Kubelík,2
Ian Bostridge,3
Music Industry,2
Ultratop,5
Ken Hatfield (Musician),2
Johann Wolfgang Von Goethe,7
Don'T Go Away,2
Luxembourg,2
John Coltrane And Johnny Hartman,2
Johann Hermann Schein,2
